entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,RabL,xER,xPM,
2.263,0.3862,0.09674,0.06007,0.05813,0.09506,0.06021,0.06292,0.02989,0.03028,0.03608,0.04946,0.2071,0.214,
2.262,0.3986,0.09661,0.05999,0.05817,0.09469,0.06075,0.06244,0.03044,0.02978,0.0361,0.04951,0.2073,0.2142,
2.263,0.384,0.09204,0.05995,0.05824,0.0987,0.06076,0.06248,0.03046,0.03276,0.03317,0.04955,0.2075,0.2144,
2.262,0.3823,0.09195,0.0594,0.05852,0.09874,0.06129,0.06234,0.03056,0.03333,0.03221,0.04958,0.2076,0.2145,
2.262,0.3828,0.09461,0.05907,0.05852,0.09858,0.06119,0.06313,0.02962,0.03327,0.03216,0.04949,0.2093,0.2111,
2.261,0.3808,0.09438,0.05906,0.05854,0.09848,0.06113,0.06377,0.02888,0.03324,0.03212,0.04944,0.2101,0.2108,
2.261,0.3815,0.09381,0.05877,0.05894,0.09779,0.06166,0.06395,0.02839,0.03328,0.03217,0.04954,0.2105,0.2112,
2.26,0.3828,0.09248,0.05899,0.05892,0.09779,0.06166,0.06395,0.02839,0.03328,0.03217,0.04955,0.2105,0.2123,
2.26,0.3848,0.09206,0.05909,0.059,0.09777,0.06165,0.06398,0.02882,0.0334,0.03165,0.04958,0.2106,0.2124,
2.257,0.4089,0.09206,0.05899,0.05914,0.09743,0.06155,0.06403,0.03709,0.02458,0.03166,0.0496,0.2107,0.2132,
2.262,0.395,0.09405,0.05892,0.05927,0.0967,0.06194,0.06359,0.03708,0.02457,0.03338,0.04958,0.21,0.2109,
2.262,0.3937,0.09379,0.05918,0.05927,0.0967,0.06194,0.06359,0.03708,0.02457,0.03338,0.04958,0.21,0.2109,
2.261,0.3739,0.0933,0.0592,0.05944,0.09611,0.06135,0.0642,0.03659,0.02584,0.03218,0.04967,0.2103,0.2119,
2.26,0.3727,0.09316,0.05908,0.05952,0.09565,0.06131,0.06417,0.03657,0.02582,0.03216,0.04965,0.2112,0.2117,
2.26,0.3726,0.09296,0.05899,0.05957,0.09563,0.0613,0.06419,0.03657,0.02583,0.03217,0.04968,0.2113,0.2118,
2.265,0.3649,0.09262,0.05874,0.05955,0.09557,0.06126,0.06415,0.03655,0.02582,0.03528,0.04967,0.2091,0.2117,
2.265,0.367,0.0925,0.05877,0.05964,0.09557,0.06154,0.06388,0.03655,0.02582,0.03528,0.04967,0.2091,0.2117,
2.265,0.371,0.08894,0.05892,0.05971,0.09891,0.06196,0.06345,0.03708,0.02617,0.0344,0.04968,0.2091,0.2117,
2.265,0.3696,0.08688,0.05885,0.05976,0.101,0.06196,0.06345,0.03708,0.02617,0.0344,0.0497,0.2091,0.2117,
2.265,0.4051,0.0868,0.05853,0.06,0.1006,0.06198,0.0635,0.03763,0.03093,0.02914,0.04974,0.2093,0.2119,
2.264,0.4057,0.0856,0.05851,0.06,0.1015,0.06131,0.06352,0.03765,0.03094,0.02915,0.04978,0.2093,0.2127,
2.266,0.3833,0.0882,0.05836,0.06002,0.1011,0.06126,0.06351,0.03764,0.03093,0.02914,0.04978,0.2104,0.2097,
2.265,0.3841,0.08748,0.05892,0.05995,0.101,0.0612,0.06398,0.03764,0.03033,0.02911,0.04973,0.2112,0.2094,
2.261,0.3845,0.08384,0.05893,0.05996,0.1007,0.06122,0.064,0.03765,0.03185,0.02761,0.04977,0.2113,0.2132,
2.26,0.3909,0.08382,0.05826,0.05992,0.1008,0.06155,0.06432,0.03715,0.03277,0.02675,0.04983,0.2115,0.2134,
2.284,0.3873,0.08693,0.05818,0.05989,0.1003,0.06154,0.0643,0.03714,0.03328,0.03753,0.04983,0.2012,0.2099,
2.283,0.4002,0.08688,0.05812,0.05999,0.1003,0.06087,0.06483,0.03661,0.03328,0.03753,0.04984,0.2012,0.2105,
2.28,0.3937,0.0867,0.05784,0.05943,0.09923,0.06067,0.06445,0.03662,0.03418,0.03666,0.04985,0.2023,0.212,
2.279,0.3938,0.08566,0.05753,0.05971,0.09972,0.06076,0.06379,0.03665,0.03421,0.03669,0.04989,0.2025,0.2129,
2.277,0.3973,0.0871,0.05724,0.05975,0.09966,0.05929,0.06381,0.036,0.03419,0.03667,0.04986,0.2034,0.213,
2.273,0.3992,0.08703,0.05723,0.05988,0.09933,0.05647,0.06383,0.03601,0.0342,0.03668,0.04988,0.2035,0.216,
2.274,0.3973,0.09007,0.05734,0.05987,0.09892,0.0558,0.06435,0.03547,0.03419,0.03667,0.04987,0.2045,0.213,
2.274,0.396,0.08954,0.0575,0.05988,0.09896,0.05582,0.06438,0.03549,0.03421,0.03669,0.04989,0.2046,0.2131,
2.271,0.3979,0.09208,0.05775,0.05984,0.09891,0.05172,0.06434,0.03547,0.03419,0.03667,0.04987,0.2055,0.2137,
2.262,0.398,0.09604,0.05771,0.05869,0.09854,0.05163,0.07569,0.02395,0.03413,0.03661,0.04977,0.2072,0.21,
